neighborhood,house_age,num_bedrooms,num_bathrooms,sqft_living,sqft_lot,num_floors,garage_type,has_pool,house_condition,heating_type,school_rating,crime_rate,renovation_year,price
Downtown,45,4,3,1989.0,7169.0,2,Double,0,Fair,Central,5.2,5.11,2009.0,340713
Suburbs,54,3,3,1358.0,6040.0,2,,0,Good,,5.6,1.27,0.0,264090
Uptown,46,1,1,422.0,5368.0,1,Single,0,Good,Central,9.8,4.22,,198314
Suburbs,31,3,2,1259.0,5664.0,1,,0,Fair,Electric,8.3,3.24,0.0,256623
Uptown,37,1,1,391.0,4386.0,3,Double,0,Excellent,Central,3.9,7.8,2011.0,238983
Suburbs,16,3,2,1581.0,7878.0,3,Single,0,Good,Central,3.5,1.94,2009.0,341111
Waterfront,46,3,2,1298.0,3630.0,2,Single,0,Good,Central,9.7,0.19,0.0,384086
Waterfront,46,4,4,2001.0,3755.0,1,Double,0,Good,Central,8.0,2.31,2007.0,481474
Rural,78,3,2,1394.0,5866.0,2,Double,0,Good,Central,9.3,,2000.0,285487
Suburbs,61,3,2,1502.0,7825.0,2,,1,Good,Central,6.0,2.97,0.0,342751
Suburbs,46,4,2,1656.0,2723.0,2,Double,1,Good,Radiator,6.1,8.53,0.0,419143
Downtown,51,3,2,1501.0,6311.0,2,Single,0,Good,Central,3.0,1.45,2010.0,348188
Suburbs,62,3,2,1523.0,2839.0,1,Single,1,Excellent,Central,9.9,1.41,2014.0,379256
Waterfront,35,4,3,1483.0,5753.0,2,Double,1,Good,Central,8.3,1.54,1999.0,444317
Midtown,42,2,1,736.0,4915.0,2,Single,0,Poor,Central,5.3,6.71,1991.0,185580
Uptown,45,6,4,3282.0,8634.0,3,Double,1,Excellent,Electric,6.5,3.94,2015.0,775019
Historic,68,5,3,1867.0,7141.0,2,Single,0,Excellent,Electric,5.1,6.18,1997.0,384955
Historic,75,3,2,1460.0,6007.0,1,Single,0,Good,Central,3.6,2.37,0.0,317433
Waterfront,47,5,3,2497.0,3819.0,1,Double,1,Fair,,7.1,2.97,1995.0,466847
Suburbs,79,4,3,1450.0,7016.0,1,,0,Good,Central,6.9,3.22,0.0,312295
Midtown,30,5,3,2496.0,7041.0,2,Single,0,Poor,Central,6.5,3.43,2002.0,342387
Waterfront,24,4,2,1735.0,4730.0,2,,0,Good,Electric,10.0,1.72,2008.0,506301
Rural,66,4,3,1619.0,3913.0,1,,0,Excellent,Central,9.3,5.72,0.0,379527
Downtown,43,1,1,483.0,5067.0,3,,0,Good,Central,,3.88,0.0,224958
Suburbs,34,3,2,1549.0,4232.0,2,Double,0,Good,Radiator,5.2,4.97,1993.0,307908
Rural,23,2,1,929.0,7267.0,2,Single,0,Good,Electric,4.0,0.53,2003.0,230172
Uptown,61,3,2,1572.0,6928.0,2,Single,1,Poor,Radiator,8.9,0.66,1990.0,281532
Rural,37,6,5,2126.0,4927.0,3,Single,0,Good,Radiator,4.1,2.54,0.0,396085
Suburbs,13,2,2,995.0,1823.0,2,Double,1,Fair,Electric,3.4,4.79,0.0,190366
Midtown,71,4,4,1535.0,4610.0,2,Single,1,Good,Electric,8.0,1.7,2012.0,415524
Downtown,7,2,2,814.0,3131.0,2,,0,Fair,Central,4.8,0.63,2023.0,239363
Suburbs,42,1,1,464.0,4536.0,1,Double,0,Excellent,Central,9.3,6.5,1999.0,169193
Downtown,38,3,3,1214.0,4611.0,1,Single,1,Poor,Radiator,9.2,7.82,2005.0,260027
Historic,52,2,2,767.0,7674.0,3,,0,Good,Central,7.0,5.18,2017.0,217066
Midtown,44,6,4,3162.0,7604.0,1,Double,0,Good,Central,8.2,2.03,2015.0,592514
Suburbs,64,2,1,1062.0,2573.0,3,Single,0,Good,Central,3.8,4.43,2007.0,235931
Uptown,13,2,2,714.0,5682.0,2,,1,Fair,Electric,7.3,1.86,2020.0,253449
Suburbs,28,1,1,450.0,6129.0,1,Single,0,Good,Central,6.5,8.35,0.0,145601
Midtown,1,3,2,1172.0,3687.0,2,Single,0,Good,Central,4.8,,0.0,289030
Historic,43,1,1,522.0,3527.0,2,Double,1,Good,Electric,9.3,0.74,2010.0,253462
Uptown,42,3,3,1327.0,2606.0,1,Single,0,Fair,Central,9.1,7.12,,327448
Downtown,50,3,2,1337.0,5368.0,2,Single,1,Fair,Electric,8.7,0.01,2005.0,308996
Midtown,60,2,2,950.0,2148.0,3,Single,0,Fair,Electric,9.1,2.87,2011.0,221906
Historic,1,2,2,722.0,1408.0,3,Single,0,Good,Central,9.5,6.89,0.0,249237
Suburbs,51,4,3,1501.0,2970.0,2,Single,0,Excellent,Central,6.9,6.37,2005.0,351633
Uptown,16,3,2,1349.0,8922.0,1,Double,0,Good,Central,6.6,13.63,2017.0,323533
Suburbs,39,3,2,1630.0,5578.0,2,Single,0,Fair,Central,9.6,11.75,2007.0,310917
Uptown,15,4,4,2074.0,6059.0,1,,0,Good,Central,9.3,3.4,2011.0,487938
Downtown,33,4,2,2111.0,6750.0,3,Double,0,Fair,Central,7.1,8.78,2017.0,394580
Historic,53,4,2,1509.0,2174.0,2,Double,0,Fair,,3.9,26.62,1991.0,275968
Rural,17,4,2,2166.0,9986.0,1,Single,1,Good,Electric,8.3,4.36,2012.0,444886
Downtown,6,2,1,991.0,2666.0,2,,0,Poor,Radiator,4.2,5.34,0.0,179055
Suburbs,31,2,1,830.0,7570.0,1,,1,Good,Central,9.0,0.42,2023.0,313837
Downtown,69,3,3,1568.0,2768.0,1,Single,0,Good,Central,7.9,20.76,0.0,322947
Rural,40,5,4,2497.0,10301.0,1,Double,0,Fair,Radiator,6.8,12.35,2005.0,412927
Suburbs,30,2,2,994.0,8878.0,1,,0,Good,Central,9.7,3.17,2022.0,296451
Rural,69,3,2,1490.0,8473.0,2,Single,0,Good,Radiator,7.7,3.19,2015.0,285015
Suburbs,76,4,3,2040.0,2748.0,3,Single,0,Good,Central,4.6,4.34,0.0,404806
Suburbs,7,3,2,1619.0,8314.0,1,,1,Excellent,Radiator,4.9,6.51,0.0,412159
Historic,13,3,2,1132.0,4901.0,2,Double,0,Excellent,Central,4.2,6.43,0.0,319519
Downtown,4,3,2,1649.0,7816.0,1,Single,0,Good,Radiator,,5.19,0.0,427395
Midtown,50,2,2,1048.0,4724.0,1,Single,0,Poor,Radiator,5.0,1.7,0.0,152509
Uptown,3,3,2,1314.0,2729.0,2,,0,Fair,Central,9.7,3.92,2023.0,309029
Waterfront,12,1,1,381.0,6986.0,2,Double,0,Fair,Central,6.2,4.03,2022.0,268074
Rural,65,4,2,1763.0,9352.0,1,Single,0,Good,Radiator,9.0,3.32,2020.0,332777
Uptown,27,5,3,2528.0,7647.0,2,Single,0,Good,Central,6.1,0.36,0.0,545773
Suburbs,50,4,2,1881.0,7379.0,2,Single,0,Fair,,9.7,10.82,0.0,360580
Downtown,77,4,3,1623.0,5874.0,2,Double,0,Excellent,Central,8.5,1.95,2016.0,455740
Suburbs,17,3,2,1294.0,7391.0,1,Double,0,Fair,Central,9.6,4.98,2015.0,284086
Historic,72,2,1,1081.0,5890.0,1,Single,1,Excellent,Radiator,8.8,112.53325701125132,0.0,298772
Downtown,32,1,1,510.0,6478.0,1,Single,0,Good,Electric,7.7,,2001.0,232356
Rural,51,3,3,1124.0,8621.0,1,Single,1,Good,Central,9.3,11.33,0.0,283292
Midtown,17,4,2,1836.0,3831.0,2,Single,0,Good,Radiator,3.7,2.25,2018.0,391785
Uptown,34,6,4,3217.0,4807.0,1,Single,0,Good,Central,6.0,0.36,2001.0,570739
Rural,35,3,2,1070.0,8659.0,2,Single,1,Good,Radiator,6.2,12.06,0.0,246030
Downtown,24,3,2,1075.0,1743.0,3,Double,0,Fair,Central,9.0,1.22,2011.0,323410
Uptown,54,3,2,1480.0,4179.0,2,,0,Good,Central,6.8,6.65,1991.0,364669
Rural,18,3,2,1395.0,6464.0,1,Single,1,Poor,Electric,6.7,15.65,2009.0,218845
Downtown,50,4,3,1436.0,4180.0,2,Single,0,Fair,Electric,5.0,1.3,2006.0,316816
Downtown,46,4,4,2196.0,6804.0,3,Double,0,Fair,Central,6.8,6.08,1999.0,418551
Midtown,48,4,4,1864.0,3104.0,2,Double,1,Poor,Central,9.4,1.65,0.0,339700
Waterfront,33,4,3,1793.0,5226.0,2,Single,0,Good,Electric,8.5,8.54,2003.0,449600
Uptown,27,3,3,1318.0,5871.0,2,,0,Good,Electric,8.2,9.5,1999.0,365446
Uptown,1,6,5,2940.0,3601.0,2,Double,1,Fair,Central,7.8,3.7,0.0,577523
Rural,59,4,3,1766.0,9024.0,2,Single,0,Poor,Electric,5.8,3.83,1995.0,263311
Rural,10,3,2,1445.0,8731.0,1,Double,0,Good,Central,8.6,4.0,2019.0,295213
Suburbs,25,3,3,1343.0,2450.0,3,Double,0,Good,Central,5.2,8.77,2011.0,307016
Suburbs,57,4,4,1888.0,3115.0,1,Single,0,Excellent,Electric,8.9,0.65,0.0,474617
Suburbs,66,3,2,1533.0,5817.0,2,Double,0,Poor,Radiator,9.7,2.46,2006.0,234171
Historic,15,3,2,1540.0,2682.0,2,,1,Poor,Radiator,5.3,1.31,,247945
Waterfront,28,3,3,1559.0,8160.0,2,Double,0,Fair,Radiator,8.1,7.51,,394696
Uptown,13,4,3,1562.0,9125.0,2,Double,0,Good,Central,9.2,4.67,0.0,454552
Suburbs,14,3,2,1086.0,7191.0,1,Double,1,Good,Electric,6.7,3.34,0.0,281226
Waterfront,66,3,2,1551.0,5836.0,1,Double,0,Poor,Central,8.5,2.96,,298980
Waterfront,34,5,4,1792.0,7190.0,1,,0,Good,Central,7.2,9.05,2017.0,487472
Rural,25,5,4,1963.0,8370.0,3,Double,0,Good,Radiator,9.0,1.06,0.0,396002
Historic,54,4,2,1820.0,6264.0,2,Single,0,Good,Central,9.2,2.59,2021.0,403423
Suburbs,79,2,2,1042.0,5553.0,1,Single,1,Good,Electric,7.5,4.47,2012.0,243875
Rural,12,3,3,1588.0,9587.0,1,,0,Excellent,Radiator,4.8,0.99,2023.0,349338
Downtown,9,3,2,1426.0,7093.0,1,Single,1,Poor,Radiator,,2.86,,310486
Suburbs,31,2,1,1086.0,8284.0,1,Single,0,Poor,Central,5.1,5.63,2006.0,193207
Rural,78,5,5,2479.0,7022.0,2,Single,0,Fair,Central,3.2,2.9,0.0,319913
Waterfront,53,5,5,2277.0,3868.0,2,Single,0,Good,Central,9.9,0.55,0.0,510976
Midtown,43,3,2,1130.0,8007.0,1,Single,0,Fair,Radiator,6.1,4.53,1998.0,268775
Waterfront,38,2,2,871.0,3659.0,2,,0,Fair,Central,6.2,0.86,2007.0,258166
Historic,42,1,1,514.0,4541.0,1,Double,0,Good,Central,6.8,1.85,0.0,180055
Rural,72,3,2,1220.0,2742.0,2,Single,0,Fair,Electric,8.3,0.28,0.0,201465
Waterfront,48,1,1,465.0,2699.0,2,Double,0,Excellent,Central,8.3,3.45,2009.0,315821
Downtown,67,4,3,2186.0,6452.0,2,,0,Fair,Central,,2.78,0.0,377496
Suburbs,66,4,3,1539.0,9416.0,2,Double,0,Poor,Central,8.7,7.36,0.0,276141
Suburbs,16,5,3,1851.0,2504.0,1,,0,Good,Central,4.5,8.2,0.0,405989
Rural,16,2,2,1018.0,7820.0,2,Double,1,Good,Central,8.9,10.97,2012.0,306401
Downtown,31,3,2,1064.0,5841.0,1,Double,0,Good,Central,3.8,0.69,2023.0,344072
Downtown,58,5,3,2393.0,4100.0,2,,1,Good,Central,7.6,1.75,2007.0,473232
Suburbs,28,3,2,1251.0,4366.0,1,Double,0,Excellent,Electric,3.1,4.99,0.0,301920
Midtown,4,2,1,989.0,6149.0,1,Single,1,Fair,Central,9.9,14.55,0.0,253387
Suburbs,10,2,2,748.0,6567.0,1,Single,0,Fair,Central,7.5,3.18,2016.0,204340
Rural,51,4,2,1664.0,4144.0,1,Double,0,Good,Central,9.4,3.52,2017.0,351965
Suburbs,18,4,3,1413.0,,2,Double,1,Fair,Central,7.0,2.66,2009.0,328883
Waterfront,47,5,5,1985.0,9698.0,1,Double,0,Fair,Electric,10.0,1.74,0.0,444160
Suburbs,32,2,2,893.0,7876.0,1,Single,0,Poor,Radiator,6.8,1.63,1999.0,200654
Suburbs,30,4,3,1542.0,4931.0,3,Single,0,Good,Central,5.9,1.77,0.0,331446
Rural,36,4,4,1879.0,4988.0,3,Single,0,Good,Central,8.3,2.56,0.0,344294
Downtown,9,2,1,747.0,1955.0,2,Single,0,Good,Central,3.7,3.17,2021.0,258024
Downtown,36,6,3,2994.0,8112.0,1,,0,Good,Central,4.8,0.34,0.0,558034
Suburbs,29,3,2,1602.0,8104.0,2,Single,1,Fair,Central,6.9,,2017.0,296042
Downtown,16,5,4,2135.0,9009.0,2,Double,0,Poor,Central,5.8,0.53,0.0,323869
Downtown,21,5,4,2278.0,5935.0,2,Double,0,Good,Central,6.4,,0.0,555025
Suburbs,64,3,2,1343.0,7805.0,3,Single,0,Good,Central,9.0,5.06,0.0,261559
Uptown,66,3,2,1521.0,5238.0,1,,0,Good,Central,4.4,0.23,2010.0,336741
Rural,59,3,2,1646.0,6195.0,1,Single,0,Fair,Radiator,3.8,2.16,1990.0,245431
Rural,28,4,3,1988.0,7254.0,3,Single,0,Poor,Radiator,6.3,6.91,0.0,263580
Suburbs,55,3,2,1178.0,4043.0,2,Double,0,Poor,,4.5,1.82,2015.0,213871
Midtown,31,4,4,1956.0,5038.0,3,Single,0,Excellent,Central,3.1,11.2,2007.0,510478
Suburbs,33,1,1,473.0,2356.0,3,,1,Excellent,Central,8.0,15.16,0.0,209907
Downtown,60,4,3,1568.0,9416.0,1,Single,0,Fair,Central,6.0,11.85,2011.0,332237
Waterfront,41,3,3,1194.0,,2,Single,0,Good,Radiator,8.0,4.58,0.0,376726
Downtown,46,2,1,961.0,3582.0,2,,0,Good,Central,4.4,0.85,0.0,292790
Suburbs,49,4,3,2046.0,9218.0,2,Single,0,Good,,5.1,3.39,2009.0,365970
Rural,65,2,2,1004.0,4445.0,2,Double,0,Fair,Central,7.6,23.75,2019.0,150747
Uptown,42,2,1,942.0,5322.0,2,Single,0,Fair,Central,7.7,,1998.0,235032
Rural,23,2,2,1075.0,8997.0,1,Single,0,Fair,Radiator,8.2,2.3,0.0,234604
Historic,27,3,3,1488.0,2352.0,2,Double,1,Fair,Central,3.7,1.47,2005.0,321638
Midtown,32,3,2,1375.0,4186.0,1,Single,0,Excellent,Radiator,8.8,13.58,0.0,376957
Downtown,3,4,2,2052.0,5416.0,1,Single,0,Fair,Central,7.1,2.98,0.0,387439
Suburbs,60,4,4,1632.0,8131.0,1,Double,0,Good,Radiator,3.8,0.04,1993.0,348952
Suburbs,76,3,2,1208.0,1892.0,1,Double,0,Good,Central,6.1,4.08,2008.0,279563
Suburbs,79,3,2,1632.0,5635.0,1,Double,0,Good,Central,5.6,2.07,1998.0,311920
Suburbs,17,2,2,1079.0,6367.0,2,Double,0,Fair,Central,4.2,,0.0,223750
Midtown,32,4,3,2104.0,5609.0,1,Single,0,Good,Central,9.1,0.75,0.0,414937
Historic,7,3,2,1178.0,2407.0,2,Single,0,Good,Central,6.9,6.74,2020.0,318043
Waterfront,71,2,2,935.0,6660.0,3,Double,0,Good,Central,6.2,2.35,1998.0,336262
Suburbs,69,2,1,914.0,5489.0,1,Single,0,Excellent,Central,4.2,24.83,0.0,226879
Uptown,58,3,3,1171.0,2237.0,1,Single,0,Excellent,Central,7.2,,2013.0,370743
Midtown,40,4,3,1758.0,8538.0,1,Double,0,Good,Central,3.9,2.11,2002.0,367521
Uptown,48,1,1,443.0,2254.0,1,Double,0,Good,Electric,6.7,2.07,1998.0,219963
Downtown,51,3,2,1194.0,6132.0,1,Double,0,Good,Central,5.2,0.28,1999.0,308361
Waterfront,57,2,1,1081.0,5004.0,2,Double,0,Good,Central,,25.3,2004.0,344343
Downtown,71,6,3,2691.0,3802.0,2,Single,0,Good,Central,7.8,6.22,0.0,486740
Suburbs,37,4,3,1819.0,6419.0,1,Single,1,Good,Electric,9.6,8.92,2015.0,406516
Downtown,75,2,2,939.0,7445.0,1,Single,1,Fair,,7.3,3.9,2002.0,278950
Waterfront,74,2,2,1054.0,2177.0,1,,0,Excellent,Electric,5.4,13.82,1994.0,311469
Waterfront,55,5,5,2283.0,3280.0,1,Double,0,Poor,Central,8.9,3.3,0.0,420509
Downtown,41,2,1,916.0,7481.0,1,Single,0,Good,Central,7.8,1.68,2012.0,270985
Suburbs,20,6,5,2388.0,3110.0,3,Double,0,Good,Central,5.9,7.15,0.0,456981
Rural,33,3,2,1411.0,7728.0,2,Single,0,Good,Central,3.4,6.23,2019.0,310942
Suburbs,40,2,1,852.0,2304.0,2,Double,0,Good,Electric,8.7,8.44,0.0,201678
Downtown,34,4,2,1917.0,4323.0,1,Single,0,Fair,Radiator,8.1,12.06,2022.0,366070
Suburbs,62,4,4,1640.0,3300.0,1,,0,Poor,Electric,6.3,1.08,0.0,229573
Historic,19,6,4,2958.0,6242.0,2,Double,0,Poor,Central,7.0,2.01,0.0,417450
Downtown,43,4,3,1895.0,6229.0,2,Double,0,Poor,Central,8.4,2.4,2009.0,318556
Downtown,69,3,2,1334.0,7820.0,2,Double,0,Good,Central,6.3,1.42,0.0,316029
Suburbs,63,4,3,1477.0,6610.0,2,Single,0,Good,Central,7.6,11.72,2018.0,359156
Midtown,10,4,4,1901.0,3103.0,2,Single,0,Fair,Central,6.4,3.26,0.0,335510
Waterfront,13,3,2,1565.0,8402.0,3,Single,0,Good,Electric,7.4,11.03,2013.0,435535
Waterfront,5,3,2,1152.0,8597.0,2,Single,0,Fair,Central,6.6,,2022.0,317138
Suburbs,58,2,2,733.0,4641.0,2,Single,1,Fair,Central,4.8,3.22,0.0,158861
Rural,59,3,3,1073.0,8746.0,2,,0,Good,Radiator,7.4,2.04,0.0,261593
Downtown,76,4,2,1425.0,2921.0,1,Single,1,Excellent,Radiator,6.3,3.33,1995.0,402816
Waterfront,59,3,3,1555.0,8004.0,1,,0,Good,,4.9,1.64,2019.0,378723
Midtown,77,3,2,1486.0,5920.0,1,,0,Fair,Electric,9.1,4.2,2007.0,288455
Waterfront,15,4,3,1561.0,6888.0,1,,0,Good,Central,5.5,0.86,0.0,431506
Uptown,77,1,1,533.0,3293.0,2,Single,0,Fair,Central,5.2,8.4,2006.0,152604
Historic,1,3,2,1131.0,2217.0,1,Double,0,Fair,Radiator,,0.98,0.0,242915
Downtown,38,5,5,2124.0,5608.0,1,Double,0,Good,Central,4.0,3.41,2009.0,509385
Midtown,53,3,2,1321.0,,3,Single,0,Good,Central,5.9,1.38,0.0,305826
Downtown,52,3,2,1095.0,5171.0,1,Single,0,Fair,Central,7.0,10.47,0.0,276201
Rural,1,3,3,1258.0,4481.0,2,Single,1,Fair,Central,3.5,1.46,0.0,255773
Downtown,11,4,2,1481.0,9379.0,1,,1,Excellent,Radiator,7.2,10.09,2018.0,491792
Downtown,58,3,2,1523.0,3027.0,1,Single,0,Poor,,7.0,0.29,0.0,278802
Suburbs,40,1,1,359.0,2634.0,2,Single,1,Good,Electric,3.4,0.6,,156353
Suburbs,60,2,2,706.0,2320.0,1,Double,0,Excellent,Electric,7.6,0.21,0.0,238145
Rural,44,4,4,1985.0,5384.0,1,Double,1,Good,,8.5,,1992.0,410104
Rural,6,3,2,1518.0,6738.0,1,Double,0,Fair,Central,8.0,3.81,2019.0,248845
Downtown,28,4,2,1796.0,4985.0,2,Single,1,Good,Central,5.3,4.47,2004.0,420447
Downtown,31,4,3,1654.0,2766.0,2,Double,0,Excellent,Central,3.4,0.65,0.0,433543
Rural,8,3,3,1191.0,5301.0,1,Single,0,Good,Central,7.0,1.03,2017.0,309969
Suburbs,5,5,4,1867.0,4944.0,2,Single,0,Excellent,Central,7.8,4.77,2019.0,462306
Historic,54,1,1,446.0,8323.0,1,Single,0,Excellent,Radiator,9.0,1.06,0.0,185002
Waterfront,17,2,1,896.0,2799.0,2,Single,0,Good,Central,3.2,7.12,2014.0,292201
Uptown,38,4,3,1764.0,2274.0,2,Double,1,Good,Electric,5.0,12.43,2004.0,396020
Waterfront,9,2,1,1011.0,3508.0,2,,0,Fair,Central,3.1,3.78,0.0,297476
Suburbs,74,4,2,1479.0,7614.0,2,Double,0,Excellent,Central,,9.47,1997.0,383795
Waterfront,78,6,3,2904.0,9240.0,2,Double,1,Good,Central,4.6,0.44,2001.0,607116
Suburbs,14,5,4,2151.0,3205.0,1,Single,0,Good,Central,3.5,11.8,2015.0,453484
Suburbs,26,3,2,1194.0,2457.0,2,Double,0,Good,Central,8.3,0.32,2003.0,343293
Historic,62,5,4,2431.0,7577.0,2,,1,Excellent,Electric,7.5,,1996.0,583359
Suburbs,25,2,2,779.0,,1,Single,0,Fair,,6.0,11.73,2014.0,213209
Historic,36,3,3,1188.0,3558.0,1,Single,0,Good,Central,4.2,0.92,2019.0,294595
Uptown,33,3,2,1649.0,2903.0,2,,0,Fair,Central,6.8,8.07,2007.0,294528
Uptown,3,3,2,1583.0,5238.0,1,Single,0,Excellent,Central,4.6,3.12,0.0,422229
Midtown,11,1,1,489.0,1325.0,1,Single,0,Fair,Central,4.5,2.44,0.0,179465
Suburbs,58,5,3,2065.0,2619.0,1,Single,0,Good,Central,,16.49,0.0,404490
Suburbs,64,4,3,1829.0,5721.0,2,Single,1,Good,Central,4.7,6.87,0.0,362709
Rural,18,4,4,1501.0,3117.0,1,Double,0,Fair,,6.8,8.25,0.0,296271
Suburbs,47,2,2,833.0,5536.0,1,Single,1,Good,Central,3.3,1.62,0.0,240649
Waterfront,44,3,2,1090.0,,2,Single,0,Good,Electric,,0.38,2023.0,369845
Historic,59,5,3,2360.0,6281.0,2,Double,0,Fair,Radiator,7.9,1.75,1993.0,434658
Waterfront,50,4,2,2085.0,9137.0,2,Double,0,Good,,4.2,10.11,2022.0,487515
Suburbs,69,4,3,2047.0,8398.0,3,Single,0,Fair,Central,7.4,8.81,2013.0,331133
Suburbs,29,5,4,2606.0,7750.0,3,Single,0,Fair,Central,3.1,8.62,0.0,398072
Suburbs,67,3,2,1154.0,4447.0,3,Double,0,Good,Central,7.5,3.22,0.0,282053
Downtown,2,3,2,1440.0,7693.0,2,,0,Good,Central,7.6,1.64,0.0,362749
Uptown,25,3,2,1624.0,6806.0,2,,0,Good,Radiator,5.0,0.82,0.0,402333
Suburbs,19,3,2,1519.0,7346.0,1,Single,0,Excellent,Central,8.1,0.55,2011.0,423084
Suburbs,40,4,4,1402.0,6847.0,2,Double,0,Fair,Electric,4.3,2.61,0.0,306885
Downtown,2,3,3,1579.0,6663.0,1,Double,0,Fair,Electric,5.8,5.77,0.0,355893
Waterfront,65,3,3,1473.0,2794.0,1,,0,Excellent,Central,9.3,12.54,0.0,466757
Waterfront,62,3,2,1123.0,5791.0,1,,0,Good,Central,8.4,2.3,1997.0,314700
Suburbs,54,2,1,825.0,8392.0,1,Double,0,Fair,Central,9.0,10.12,0.0,211369
Downtown,45,3,2,1120.0,4782.0,1,Single,0,Good,Central,5.7,9.31,1991.0,324297
Suburbs,49,2,1,991.0,3392.0,1,Single,0,Good,Electric,9.8,6.53,0.0,259315
Suburbs,69,5,4,1753.0,5120.0,2,Single,1,Good,Central,7.6,4.65,0.0,359805
Waterfront,38,3,3,1328.0,2275.0,1,Double,0,Good,Central,3.0,0.26,2002.0,394415
Waterfront,4,3,3,1649.0,9098.0,2,,1,Fair,Central,3.5,3.3,2021.0,399945
Suburbs,17,3,2,1560.0,9462.0,1,Single,0,Good,Central,7.9,8.36,0.0,326390
Suburbs,53,3,3,1402.0,6827.0,3,,0,Excellent,Central,9.6,10.75,2017.0,326090
Midtown,53,3,2,1466.0,6641.0,1,Single,0,Excellent,Central,8.2,2.84,0.0,368607
Rural,31,5,3,2353.0,6148.0,1,Single,0,Poor,Central,6.6,4.24,2020.0,345093
Waterfront,22,3,2,1536.0,5323.0,2,Single,0,Good,Central,4.4,10.03,2019.0,384225
Downtown,11,4,3,2108.0,2773.0,2,Single,0,Good,Central,8.6,3.16,0.0,503117
Rural,34,2,2,1006.0,1939.0,1,Single,0,Good,,7.0,4.61,1994.0,236946
Downtown,15,1,1,386.0,8114.0,1,Double,0,Fair,Central,4.2,9.44,0.0,219937
Rural,10,4,2,1698.0,4017.0,2,Double,1,Good,Radiator,4.5,7.83,2017.0,320515
Midtown,53,3,2,1520.0,6185.0,1,Single,0,Good,Electric,5.7,0.46,0.0,354295
Suburbs,48,3,2,1543.0,9051.0,1,Double,0,Fair,Electric,5.5,0.4,1999.0,266916
Downtown,31,3,3,1427.0,2469.0,2,Single,0,Fair,Radiator,5.8,2.69,0.0,304279
Downtown,37,2,2,985.0,3717.0,3,Double,0,Good,Central,5.8,9.57,2006.0,324307
Suburbs,28,3,3,1154.0,7924.0,1,Single,1,Good,Central,,12.79,0.0,347121
Suburbs,31,5,3,2122.0,4295.0,2,Single,0,Poor,Central,4.6,,0.0,288973
Downtown,70,2,1,913.0,1552.0,3,,0,Excellent,Central,,22.45,2004.0,272664
Historic,14,5,5,2733.0,6567.0,1,Double,1,Excellent,Central,3.4,3.52,2014.0,618054
Rural,16,3,3,1529.0,6280.0,1,Single,0,Good,Central,8.4,12.5,2020.0,339153
Suburbs,25,3,2,1165.0,4043.0,2,Double,0,Good,Central,6.9,6.49,2018.0,305655
Midtown,39,2,2,840.0,2843.0,1,Single,1,Poor,Radiator,5.2,2.94,1993.0,197725
Downtown,66,3,2,1180.0,8455.0,2,,0,Excellent,Central,,13.21,1996.0,355168
Midtown,38,2,2,760.0,4295.0,2,Single,0,Fair,Electric,8.3,2.61,0.0,183041
Suburbs,41,1,1,373.0,5289.0,1,Double,0,Good,Central,6.7,1.73,0.0,187914
Uptown,40,6,5,3258.0,5704.0,2,,0,Good,Electric,7.2,5.8,0.0,561288
Waterfront,64,4,2,2125.0,8656.0,1,,0,Fair,Electric,4.3,0.66,2008.0,360245
Uptown,16,4,3,1786.0,6545.0,2,,0,Excellent,Central,9.8,14.32,0.0,468577
Midtown,77,2,1,919.0,6864.0,1,,1,Good,Central,9.0,7.32,2015.0,236746
Suburbs,59,5,4,2588.0,9369.0,2,Single,0,Excellent,Electric,5.1,4.15,2002.0,570549
Midtown,11,3,2,1439.0,8894.0,1,Double,0,Excellent,Electric,3.5,0.5,2017.0,408795
Suburbs,1,5,4,2482.0,3183.0,1,Single,0,Good,Central,6.6,1.34,0.0,488140
Suburbs,13,1,1,508.0,5193.0,3,Double,0,Good,Central,9.2,3.5,2014.0,211683
Suburbs,30,3,3,1339.0,6928.0,1,Single,0,Excellent,Central,3.1,3.47,2001.0,345653
Rural,69,6,3,3269.0,9337.0,1,Double,1,Excellent,Central,7.0,3.2,0.0,621106
Suburbs,18,3,2,1427.0,6608.0,2,,1,Fair,Central,3.2,2.04,2011.0,283780
Rural,78,5,4,2383.0,4352.0,1,Single,0,Good,Central,3.1,6.22,2006.0,381374
Rural,13,3,2,1134.0,6530.0,2,Single,0,Excellent,Central,6.0,14.11,2017.0,267925
Historic,32,3,3,1642.0,3127.0,2,,0,Good,Electric,8.6,3.92,0.0,359043
Uptown,71,5,4,1820.0,5873.0,2,Single,0,Excellent,Central,3.2,8.79,0.0,407315
Suburbs,72,4,3,2188.0,3364.0,1,Single,0,Good,Electric,6.6,4.8,1994.0,392590
Suburbs,50,4,3,2128.0,4532.0,1,Double,0,Fair,Central,8.1,0.16,2023.0,367439
Suburbs,71,2,1,1042.0,6290.0,2,Double,0,Good,Electric,4.9,0.75,0.0,251189
Suburbs,31,2,2,969.0,7970.0,1,Double,0,Fair,Central,6.9,10.55,2013.0,237883
Downtown,51,2,1,943.0,8186.0,2,Single,0,Good,Central,9.2,,2021.0,298696
Suburbs,27,3,3,1647.0,5196.0,1,,0,Good,,8.7,7.46,2004.0,338603
